242
# x z
-2.4714	3806.8
0	3806.4
2.4714	3806
4.7059	3805.7
7.1779	3805.3
9.7806	3804.9
12.228	3804.4
14.445	3804
16.832	3803.2
19.478	3802.4
21.953	3802
25.007	3801.6
27.438	3801
29.561	3800.5
31.985	3799.9
34.42	3799.3
39.413	3798.5
41.887	3798.1
44.155	3797.8
49.245	3796.8
51.693	3796.3
54.136	3795.8
59.062	3794.9
61.493	3794.4
63.866	3793.8
68.722	3792.7
71.21	3792.4
73.659	3792.2
78.845	3791.3
81.315	3791
84.08	3790.5
88.748	3789.9
91.24	3789.7
93.791	3789.5
99.05	3788.9
101.55	3788.8
103.88	3788.7
109.02	3788.4
111.51	3788.2
113.97	3787.9
116.45	3787.6
118.77	3787.3
121.27	3787.2
123.25	3787.1
125.75	3787
128.54	3787
131.04	3786.9
133.53	3786.8
136.03	3786.7
138.63	3786.5
141.12	3786.4
143.8	3786.2
146.29	3785.9
148.62	3785.7
151.09	3785.3
153.62	3784.9
156.09	3784.5
157.91	3784.1
160.37	3783.7
163.36	3783.2
165.83	3782.7
168.49	3782.2
170.98	3781.9
172.92	3781.7
175.42	3781.6
177.97	3781.5
180.42	3781.4
182.83	3781.5
185.47	3781.5
187.76	3781.7
190.33	3781.9
192.99	3781.8
195.26	3781.8
197.71	3781.8
200.49	3781.8
202.56	3781.7
205.21	3781.6
208.16	3781.4
210.06	3781.4
213.26	3781.4
215.66	3781.4
217.98	3781.2
220.75	3781
222.82	3781.1
225.48	3781.1
227.93	3780.6
230.29	3780.4
232.76	3780.5
235.43	3780.4
238.07	3780.4
242.89	3780
245.55	3779.8
247.65	3780.3
252.71	3780.4
255.15	3780.5
257.73	3780.4
262.33	3781.1
265.15	3781.5
267.57	3781.9
272.43	3782.1
275.06	3782.2
277.7	3781.7
282.69	3780.8
285.06	3780.3
287.74	3780.1
292.66	3779.7
295.21	3779.5
297.4	3779.6
302.43	3779.7
304.9	3779.7
307.4	3779.8
312.7	3778.9
314.8	3778.6
317.6	3777.5
321.88	3775.7
324.52	3774.6
326.16	3773.3
330.74	3771.3
333.04	3770.3
335.01	3769
339.35	3766.5
341.47	3765.2
343.18	3764.1
347.97	3761.6
349.81	3760.6
352.58	3758
357.14	3756
359.47	3755
361.44	3753.7
365.93	3751.5
368.16	3750.4
370.34	3749.4
375.3	3748.2
377.65	3747.7
380.22	3747.5
385.06	3746.6
387.58	3746.1
388.37	3745.8
390.14	3745.3
395	3744.7
397.65	3744.2
398.24	3744.1
399.84	3743.8
404.4	3742.2
405.34	3741.9
406.96	3741.4
409.06	3740.8
414.08	3740.1
416.67	3739.9
419.05	3739.7
423.64	3738.1
426.13	3737.2
428.61	3736.6
433.01	3735.1
435.73	3734.2
437.59	3734.3
442.59	3732.5
444.66	3731.8
447.55	3732.4
452.56	3732.6
455.04	3732.7
457.7	3731.5
461.99	3730.2
464.86	3729.3
466.77	3729.6
471.62	3729.3
474.09	3728.9
474.26	3729.2
476.44	3728.5
481.37	3727.1
483.64	3726.4
484.44	3726.6
486.59	3726.3
490.95	3725.3
493.9	3724.6
496.21	3725.7
501.47	3724.8
502.6	3724.5
503.58	3724.4
506.22	3724.6
511.18	3725
513	3725.1
513.7	3725.2
516.14	3724.4
521.12	3724.5
522.14	3724.5
523.64	3724.5
525.98	3723.9
530.71	3722.9
532.62	3722.5
533.31	3722.3
535.48	3721.7
540.28	3720.3
542.67	3719.6
545.18	3722.3
549.95	3721.2
552.49	3720.7
554.82	3722.2
559.87	3722.1
561.12	3722.1
562.32	3722
564.7	3721.3
569.55	3720.3
572.05	3719.8
574.34	3719.1
578.92	3717.2
581.26	3716.3
583.78	3715.8
588.87	3716.2
591.25	3716.4
593.72	3717.2
598.95	3718.2
601.08	3718.6
603.67	3719
608.83	3719.4
611.14	3719.6
613.61	3719.3
618.55	3718.7
621.06	3718.4
623.28	3717.1
627.85	3715.4
630.34	3714.5
632.61	3713.9
637.25	3712
639.56	3711.1
641.84	3710.1
646.06	3707.7
648.38	3706.4
650.66	3705.4
655.19	3703.4
657.1	3702.6
659.7	3701.4
663.9	3698.4
665.83	3697.1
668.18	3696.6
673.07	3695.1
675.33	3694.3
678.04	3693.8
682.64	3692.7
685.32	3692
687.66	3692
692.5	3691.2
4575
# s g t
1	2	0.0027654
1	4	0.010469
1	6	0.015934
1	8	0.021333
1	10	0.031802
1	12	0.04563
1	14	0.055704
1	17	0.071704
1	19	0.078815
1	20	0.095111
1	22	0.10232
1	23	0.11101
1	25	0.11299
1	26	0.11654
1	28	0.12433
1	29	0.13083
1	31	0.13649
1	32	0.14341
1	35	0.15376
1	37	0.1598
1	38	0.16356
3	2	0.0045432
3	4	0.0053333
3	6	0.014091
3	8	0.022518
3	10	0.030617
3	12	0.039704
3	14	0.044839
3	16	0.052445
3	17	0.066831
3	19	0.077037
3	20	0.087309
3	22	0.096
3	23	0.10489
3	25	0.11215
3	26	0.11629
3	28	0.1179
3	29	0.12622
3	31	0.12662
3	32	0.12662
5	4	0.0094815
5	6	0.0075852
5	8	0.014038
5	10	0.024244
5	12	0.032198
5	14	0.03279
5	16	0.055111
5	17	0.058864
5	19	0.071309
5	20	0.075852
5	22	0.084346
5	23	0.099951
5	25	0.11002
5	26	0.11572
5	28	0.12267
5	29	0.12602
5	31	0.13017
5	32	0.13901
5	34	0.13938
5	35	0.1444
5	42	0.16612
5	46	0.17363
5	48	0.18114
5	52	0.18864
5	54	0.192
5	58	0.19448
5	60	0.19609
5	62	0.20207
5	64	0.20105
7	2	0.021333
7	4	0.01679
7	6	0.0089767
7	8	0.0061235
7	10	0.016198
7	12	0.024317
7	14	0.032988
7	16	0.040889
7	17	0.04879
7	19	0.056147
7	20	0.061333
7	22	0.072823
7	23	0.09465
7	25	0.098568
7	26	0.10509
7	28	0.10871
7	29	0.11655
7	31	0.12306
7	32	0.12958
7	34	0.13609
7	35	0.14261
7	37	0.14912
7	38	0.15564
7	40	0.16215
7	42	0.16339
7	44	0.1668
7	46	0.17521
7	48	0.18054
7	50	0.1849
7	52	0.18549
7	54	0.18608
7	56	0.18667
7	58	0.18726
7	60	0.18786
7	62	0.18845
9	2	0.030815
9	4	0.024296
9	6	0.016395
9	8	0.0045432
9	10	0.0082963
9	12	0.014749
9	14	0.024296
9	16	0.030222
9	17	0.039901
9	19	0.049383
9	20	0.061037
9	22	0.07147
9	23	0.08
9	26	0.093103
9	28	0.10424
9	29	0.10904
9	31	0.11683
9	32	0.12286
9	34	0.13353
9	37	0.13982
9	40	0.15605
9	42	0.16316
9	44	0.16524
9	46	0.16968
9	48	0.17101
9	50	0.17541
9	52	0.17837
11	2	0.036263
11	4	0.027654
11	6	0.019512
11	8	0.013918
11	10	0.0047407
11	12	0.0062551
11	14	0.014617
11	16	0.021333
11	17	0.025942
11	19	0.038519
11	20	0.046222
11	22	0.058074
11	23	0.072955
11	25	0.082222
11	26	0.086123
11	28	0.09284
11	29	0.099753
11	31	0.10458
11	32	0.11209
11	34	0.11694
11	35	0.12774
11	37	0.13651
11	38	0.1444
11	40	0.15068
11	42	0.15862
11	44	0.16059
11	46	0.16672
11	48	0.17117
11	50	0.17196
11	52	0.17275
11	54	0.17354
11	56	0.17432
11	58	0.17511
11	60	0.1759
11	62	0.17669
11	64	0.17916
11	66	0.17936
13	2	0.046222
13	4	0.040099
13	6	0.029103
13	8	0.024494
13	10	0.016395
13	12	0.0039506
13	16	0.014617
13	17	0.023704
13	19	0.033975
13	20	0.044247
13	22	0.056647
13	23	0.065571
13	25	0.073481
13	26	0.080593
13	28	0.083885
13	29	0.095407
13	31	0.095912
13	32	0.098436
13	34	0.11081
13	35	0.11573
13	37	0.12544
13	38	0.13466
13	40	0.14281
13	42	0.15407
13	44	0.15131
13	46	0.15921
13	48	0.16454
13	50	0.16691
13	52	0.17244
13	54	0.17659
13	56	0.17733
13	58	0.17807
13	60	0.17881
13	62	0.17955
13	64	0.18029
13	66	0.18103
13	68	0.18177
13	70	0.18251
15	2	0.050765
15	4	0.039111
15	6	0.037136
15	8	0.028247
15	10	0.016959
15	12	0.010601
15	14	0.0029629
15	16	0.0015802
15	17	0.0090864
15	19	0.01916
15	20	0.03121
15	22	0.034568
15	23	0.04974
15	25	0.064296
15	26	0.067138
15	28	0.075435
15	29	0.08563
15	31	0.093871
15	32	0.09532
15	34	0.1043
15	35	0.10921
15	37	0.1197
15	38	0.12425
15	40	0.13131
15	42	0.13646
15	44	0.13638
15	46	0.14957
15	48	0.1564
15	50	0.16277
15	52	0.16834
15	54	0.173
15	56	0.17362
15	58	0.17425
15	60	0.17487
15	62	0.17549
15	64	0.17611
15	66	0.17673
15	68	0.17735
15	70	0.17798
18	2	0.072494
18	4	0.063704
18	6	0.056494
18	8	0.04721
18	10	0.037531
18	12	0.030617
18	14	0.022519
18	16	0.013432
18	19	0.0037531
18	20	0.014222
18	22	0.022123
18	23	0.031407
18	25	0.043609
18	26	0.05116
18	28	0.059654
18	29	0.068938
18	31	0.074794
18	32	0.081954
18	34	0.089115
18	35	0.096275
18	37	0.10344
18	38	0.1106
18	40	0.11776
18	42	0.12492
18	44	0.12968
18	46	0.13547
18	48	0.14125
18	50	0.14704
18	52	0.16063
18	54	0.16212
18	56	0.1636
18	58	0.16509
18	60	0.16658
18	62	0.16806
18	64	0.16955
18	66	0.17103
18	68	0.17252
18	70	0.17401
18	72	0.17383
18	74	0.17659
18	76	0.17886
18	78	0.18135
18	80	0.18328
18	82	0.18521
18	84	0.18715
18	86	0.18908
18	88	0.19101
21	2	0.094245
21	4	0.085414
21	6	0.076583
21	8	0.067752
21	10	0.05892
21	12	0.050089
21	14	0.041432
21	16	0.033383
21	19	0.014222
21	20	0.0015802
21	22	0.0048907
